Bayesian	Gram negative	Gram positive
LPS-assembly lipoprotein RlpB precursor (Rare lipoprotein B)	-6.90775527898214	-0.682890680392756
NAD(P)H-flavin reductase (EC 1.5.1.29) (EC 1.16.1.3)	-6.90775527898214	-1.336032526339
Phenylalanine-specific permease	-6.90775527898214	-1.43921676257423
Predicted hydrolase of the metallo-beta-lactamase superfamily, clustered with KDO2-Lipid A biosynthesis genes	-6.90775527898214	-1.86666077740117
outer membrane porin, putative	-6.90775527898214	-1.6569402464191
Arginine-tRNA-protein transferase (EC 2.3.2.8)	-6.90775527898214	-0.768048488733063
Esterase ybfF (EC 3.1.-.-)	-6.90775527898214	-1.27887411249905
Type III secretion spans bacterial envelope protein (YscO)	-6.90775527898214	-1.90056232907685
Sensory histidine kinase BaeS	-6.90775527898214	-1.43921676257423
Cell division protein BolA	-6.90775527898214	-0.31909826868516
Anthranilate phosphoribosyltransferase like (EC 2.4.2.18)	-6.90775527898214	-1.06316553967236
GntR family transcriptional regulator YdcR @ Transcriptional regulator, GntR family domain	-6.90775527898214	-1.29756624551121
Glutaredoxin 3 (Grx2)	-6.90775527898214	-1.83387095457818
Outer membrane component of tripartite multidrug resistance system	-6.90775527898214	-0.132059722013066
Penicillin-binding protein AmpH	-6.90775527898214	-1.90056232907685
Beta-mannosidase (EC 3.2.1.25)	-6.90775527898214	-1.68433922060722
Osmotically inducible protein Y precursor	-6.90775527898214	-1.77135059759685
Iron-sulfur cluster assembly scaffold protein NifU	-6.90775527898214	-1.93565364888812
TorCAD operon transcriptional regulatory protein TorR	-6.90775527898214	-1.48366852514507
Homolog of E. coli HemX protein	-6.90775527898214	-0.924052737209644
3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.60)	-6.90775527898214	-0.693147180559945
membrane protein, MmpL family	-1.07451473708905	-6.90775527898214
UDP-glucose:(heptosyl) LPS alpha1,3-glucosyltransferase WaaG (EC 2.4.1.-)	-6.90775527898214	-1.53018854077996
FIG140336: TPR domain protein	-6.90775527898214	-1.8021222562636
Uncharacterized ABC transporter, permease component YrbE	-6.90775527898214	-0.623467259921956
Uncharacterized oxidoreductase ydgJ (EC 1.-.-.-)	-6.90775527898214	-1.63027199933694
putative sensory transduction regulator	-6.90775527898214	-1.77135059759685
Zinc transporter ZupT	-6.90775527898214	-1.90056232907685
Fumarate reductase cytochrome b subunit	-6.90775527898214	-1.77135059759685
Stage V sporulation protein AC (SpoVAC)	-0.769133087537867	-6.90775527898214
Acetate operon repressor	-6.90775527898214	-1.90056232907685
Putative uncharacterized protein YiiQ	-6.90775527898214	-1.90056232907685
Glutamate Aspartate transport ATP-binding protein GltL (TC 3.A.1.3.4)	-6.90775527898214	-0.898410306596307
Soluble cytochrome b562	-6.90775527898214	-1.41771055735327
T1SS secreted agglutinin (RTX)	-6.90775527898214	-1.63027199933694
UPF0301 protein YqgE	-6.90775527898214	-0.415827895143711
Histidine kinase/response regulator hybrid protein	-6.90775527898214	-1.8021222562636
Gluconate 5-dehydrogenase (EC 1.1.1.69)	-6.90775527898214	-1.60429651293368
IncF plasmid conjugative transfer pilus assembly protein TraU	-6.90775527898214	-1.8021222562636
Osmotically inducible lipoprotein B precursor	-6.90775527898214	-1.60429651293368
COG0398: uncharacterized membrane protein	-6.90775527898214	-1.90056232907685
Prepilin peptidase dependent protein A precursor	-6.90775527898214	-1.90056232907685
Membrane protein, suppressor for copper-sensitivity ScsB	-6.90775527898214	-1.90056232907685
FIG003603: membrane protein, putative	-6.90775527898214	-1.93565364888812
Electron transfer flavoprotein-ubiquinone oxidoreductase (EC 1.5.5.1)	-6.90775527898214	-0.558327957750994
UPF0125 protein yfjF	-6.90775527898214	-0.642885345779057
Ferric siderophore transport system, biopolymer transport protein ExbB	-6.90775527898214	-0.455673803690911
Phage terminase, ATPase subunit	-6.90775527898214	-1.46119566929301
BAX protein	-6.90775527898214	-1.74149763444717
Phage transcriptional regulator, Cro/CI family	-0.910211685797773	-6.90775527898214
Veg protein	-0.669049628980885	-6.90775527898214
Peptide transport periplasmic protein SapA	-6.90775527898214	-1.26052497383086
Uncharacterized protein YtfM precursor	-6.90775527898214	-1.39665714815544
Thiol:disulfide interchange protein DsbG precursor	-6.90775527898214	-1.50665804336977
Nucleoid-associated protein NdpA	-6.90775527898214	-1.29756624551121
MSHA pilin protein MshA	-6.90775527898214	-1.26052497383086
Putative regulator of the mannose operon, ManO	-0.880358722648092	-6.90775527898214
regulator of length of O-antigen component of lipopolysaccharide chains	-6.90775527898214	-1.06316553967236
ATPases of the AAA+ class	-6.90775527898214	-1.53018854077996
Uncharacterized transporter YebQ	-6.90775527898214	-1.8021222562636
AmpG permease	-6.90775527898214	-0.250578322248404
Phage major tail tube protein	-6.90775527898214	-1.43921676257423
FIG017823: ATPase, MoxR family	-6.90775527898214	-1.86666077740117
Gluconate utilization system Gnt-I transcriptional repressor	-6.90775527898214	-1.22480689122878
Gamma-glutamyl-aminobutyraldehyde dehydrogenase (EC 1.2.1.-)	-6.90775527898214	-1.86666077740117
Tryptophan-specific transport protein	-6.90775527898214	-1.27887411249905
Putative sugar ABC transport system, ATP-binding protein YtfR (EC 3.6.3.17)	-6.90775527898214	-1.8021222562636
NgrB	-6.90775527898214	-1.90056232907685
Lipopolysaccharide core biosynthesis protein WaaP (EC 2.7.-.-), heptosyl-I-kinase	-6.90775527898214	-1.90056232907685
C4-dicarboxylate transporter DcuB	-6.90775527898214	-1.55428609235902
Flagellar biosynthesis protein FlgN	-6.90775527898214	-1.00517828202201
Aerotaxis sensor receptor protein	-6.90775527898214	-0.756998652546478
Alanine racemase (EC 5.1.1.1) ## biosynthetic	-6.90775527898214	-1.06316553967236
Carbon starvation protein A paralog	-6.90775527898214	-1.8021222562636
Chorismate mutase I (EC 5.4.99.5) / 2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase I beta (EC 2.5.1.54)	-1.0055218656021	-6.90775527898214
Iron-responsive regulator Irr	-6.90775527898214	-1.8021222562636
VapB protein (antitoxin to VapC)	-6.90775527898214	-0.911149332373736
UPF0325 protein yaeH	-6.90775527898214	-1.74149763444717
macromolecule metabolism; macromolecule synthesis, modification; dna - replication, repair, restr./modif.	-6.90775527898214	-1.68433922060722
GTP pyrophosphokinase (EC 2.7.6.5) ## Bsu YwaC	-0.535518236356362	-6.90775527898214
Hypoxanthine/guanine permease PbuG	-0.940983344464527	-6.90775527898214
TETRATRICOPEPTIDE REPEAT FAMILY PROTEIN	-6.90775527898214	-0.885831524389447
Sensory histidine kinase QseC	-6.90775527898214	-1.00517828202201
16 kDa heat shock protein B	-6.90775527898214	-1.90056232907685
Putative oxidoreductase component of anaerobic dehydrogenases; Functional role page for Chaperone protein TorD	-6.90775527898214	-1.86666077740117
Spore germination protein GerKC	-0.880358722648092	-6.90775527898214
FIG001621: Zinc protease	-0.312374685042152	-6.90775527898214
Protein YhjJ, putative peptidase	-6.90775527898214	-1.90056232907685
Mlc, transcriptional repressor of MalT (the transcriptional activator of maltose regulon) and manXYZ operon	-6.90775527898214	-1.57897870494939
Probable protease HtpX (EC 3.4.24.-)	-6.90775527898214	-1.77135059759685
