REACTION	ROLE	SUBSYSTEM	SOURCE	COMPLEX	MASTER
rxn07584_c0	Lipoate-protein ligase A	NONE	CHRIS FILE	168	1
rxn05217_c0	Anaerobic C4-dicarboxylate transporter DcuB	NONE	CHRIS FILE	2043	1
rxn05217_c0	Proton/aspartate symport protein	NONE	CHRIS FILE	2043	1
rxn03164_c0	UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate--D-alanyl-D- alanyl ligase (EC 6.3.2.10)	Peptidoglycan_Biosynthesis	Hope	100069	0
rxn03164_c0	UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate--D-alanyl-D- alanyl ligase (EC 6.3.2.10)	Peptidoglycan_Biosynthesis_2	Hope	100070	0
rxn03164_c0	UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate--D-alanyl-D-alanine ligase (EC 6.3.2.10)	Peptidoglycan_Biosynthesis_2	MATT FILE|CHRIS FILE	171	1
rxn05298_c0	Proton/sodium-glutamate symport protein	NONE	CHRIS FILE	2044	1
rxn05298_c0	Sodium/glutamate symporter	NONE	CHRIS FILE	3041	1
rxn05298_c0	Sodium/glutamate symport protein	NONE	CHRIS FILE	3042	1
rxn05298_c0	\Sodium/glutamate symport protein	NONE	CHRIS FILE	2045	1
rxn03906_c0	Salicylate hydroxylase (EC 1.14.13.1)	NONE	CHRIS FILE	175	1
rxn00879_c0	Myo-inositol 2-dehydrogenase (EC 1.1.1.18)	NONE	Hope|MATT FILE|CHRIS FILE	176	1
rxn01370_c0	Uridine kinase (EC 2.7.1.48) [C1]	NONE	CHRIS FILE	177	1
rxn10148_c0	Lysine/cadaverine antiporter membrane protein CadB	NONE	CHRIS FILE	1637	1
rxn01258_c0	Isochorismate synthase (EC 5.4.4.2) of siderophore biosynthesis	NONE	CHRIS FILE	191	1
rxn01258_c0	Menaquinone-specific isochorismate synthase (EC 5.4.4.2)	NONE	Hope|MATT FILE|CHRIS FILE	190	1
rxn01258_c0	Isochorismate synthase (EC 5.4.4.2)	NONE	Hope|CHRIS FILE	2046	1
rxn01842_c0	Phenylacetate-coenzyme A ligase (EC 6.2.1.30) PaaF	NONE	CHRIS FILE	1847	1
rxn05229_c0	Phosphoribosylaminoimidazole carboxylase catalytic subunit (EC 4.1.1.21)	NONE	CHRIS FILE	195	1
rxn05229_c0	Phosphoribosylaminoimidazole carboxylase ATPase subunit (EC 4.1.1.21)	NONE	CHRIS FILE	195	1
rxn02302_c0	Cystathionine gamma-synthase (EC 2.5.1.48)	NONE	Hope|MATT FILE	100071	1
rxn12637_c0	Peptidase B (EC 3.4.11.23)	NONE	CHRIS FILE	1673	1
rxn12637_c0	Membrane alanine aminopeptidase N (EC 3.4.11.2)	NONE	CHRIS FILE	1674	1
rxn12637_c0	Isoaspartyl aminopeptidase (EC 3.4.19.5)	NONE	CHRIS FILE	1671	1
rxn12637_c0	Methionine aminopeptidase (EC 3.4.11.18)	NONE	CHRIS FILE	1677	1
rxn12637_c0	Aminoacyl-histidine dipeptidase (Peptidase D) (EC 3.4.13.3)	NONE	CHRIS FILE	1675	1
rxn12637_c0	Asp-X dipeptidase	NONE	CHRIS FILE	1672	1
rxn12637_c0	Aminopeptidase YpdF (MP-, MA-, MS-, AP-, NP- specific)	NONE	CHRIS FILE	1678	1
rxn12637_c0	Cytosol aminopeptidase PepA (EC 3.4.11.1)	NONE	CHRIS FILE	1676	1
rxn05646_c0	L-rhamnose-proton symporter	NONE	CHRIS FILE	2035	1
rxn00321_c0	Lysine 2,3-aminomutase (EC 5.4.3.2)	NONE	Hope|MATT FILE|CHRIS FILE	197	1
rxn09104_c0	Phosphatidylglycerophosphatase B (EC 3.1.3.27)	NONE	CHRIS FILE	1683	1
rxn09104_c0	Phosphatidylglycerophosphatase A (EC 3.1.3.27)	NONE	CHRIS FILE	1961	1
rxn08934_c0	Oligo-1,6-glucosidase (EC 3.2.1.10)	NONE	CHRIS FILE	200	1
rxn07586_c0	Cobalamin biosynthesis protein CbiG	NONE	Hope|MATT FILE	100072	1
rxn01618_c0	NADPH-dependent methylglyoxal reductase (D-lactaldehyde dehydrogenase)	NONE	Hope|MATT FILE	100073	1
rxn00768_c0	Glycerol dehydratase medium subunit (EC 4.2.1.30)	NONE	Hope|MATT FILE	100074	1
rxn00768_c0	Glycerol dehydratase small subunit (EC 4.2.1.30)	NONE	Hope|MATT FILE	100075	1
rxn00768_c0	Glycerol dehydratase large subunit (EC 4.2.1.30)	NONE	Hope|MATT FILE	100076	1
rxn05415_c0	(3R)-hydroxymyristoyl-[acyl carrier protein] dehydratase (EC 4.2.1.-)	NONE	CHRIS FILE	204	1
rxn01416_c0	Thiosulfate sulfurtransferase GlpE (EC 2.8.1.1)	NONE	MATT FILE	100077	1
rxn01416_c0	Thiosulfate sulfurtransferase glpE (EC 2.8.1.1)	NONE	Hope	100078	0
rxn10011_c0	Acyl-CoA dehydrogenase, short-chain specific (EC 1.3.99.2)	NONE	CHRIS FILE	1683	1
rxn08354_c0	Anaerobic dimethyl sulfoxide reductase chain B (EC 1.8.99.-)	NONE	CHRIS FILE	1683	1
rxn08354_c0	Anaerobic dimethyl sulfoxide reductase chain C (EC 1.8.99.-)	NONE	CHRIS FILE	1683	1
rxn08354_c0	Anaerobic dimethyl sulfoxide reductase chain A (EC 1.8.99.-)	NONE	CHRIS FILE	1683	1
rxn08807_c0	Lysophospholipase L2 (EC 3.1.1.5)	NONE	CHRIS FILE	1851	1
rxn08807_c0	Lysophospholipase (EC 3.1.1.5)	NONE	CHRIS FILE	1850	1
rxn05054_c0	Adenosylcobinamide-phosphate synthase	NONE	Hope|MATT FILE	100079	1
rxn08297_c0	Diacylglycerol kinase (EC 2.7.1.107)	NONE	CHRIS FILE|CHRIS FILE	221	1
rxn08297_c0	Diacylglycerol kinase (EC 2.7.1.107)	NONE	CHRIS FILE|CHRIS FILE	1916	1
rxn00902_c0	2-isopropylmalate synthase (EC 2.3.3.13)	NONE	Hope|MATT FILE|CHRIS FILE	222	1
rxn03852_c0	N-acetylmannosaminyltransferase (EC 2.4.1.187)	NONE	CHRIS FILE	223	1
rxn00952_c0	O-acetylhomoserine sulfhydrylase (EC 2.5.1.49)	NONE	Hope|MATT FILE	100080	1
rxn08809_c0	Lysophospholipase L2 (EC 3.1.1.5)	NONE	CHRIS FILE	1851	1
rxn08809_c0	Lysophospholipase (EC 3.1.1.5)	NONE	CHRIS FILE	1850	1
rxn00503_c0	Succinyl-CoA ligase [GDP-forming] alpha chain (EC 6.2.1.4)	NONE	Hope|MATT FILE	100081	1
rxn00503_c0	Delta-1-pyrroline-5-carboxylate dehydrogenase (EC 1.5.1.12)	NONE	Hope|MATT FILE|MATT FILE	100082	1
rxn00503_c0	Delta-1-pyrroline-5-carboxylate dehydrogenase (EC 1.5.1.12)	NONE	Hope|MATT FILE|MATT FILE	100083	1
rxn10266_c0	Phosphatidylglycerophosphatase B (EC 3.1.3.27)	NONE	CHRIS FILE	1683	1
rxn10266_c0	Phosphatidylglycerophosphatase A (EC 3.1.3.27)	NONE	CHRIS FILE	1966	1
rxn03962_c0	GDP-L-fucose synthetase (EC 1.1.1.271)	NONE	Hope|MATT FILE	100084	1
rxn03909_c0	1-deoxy-D-xylulose 5-phosphate synthase (EC 2.2.1.7)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	226	1
rxn03909_c0	1-deoxy-D-xylulose 5-phosphate synthase (EC 2.2.1.7)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	226	1
rxn03909_c0	1-deoxy-D-xylulose 5-phosphate synthase (EC 2.2.1.7)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	226	1
rxn03909_c0	1-deoxy-D-xylulose 5-phosphate synthase (EC 2.2.1.7)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	226	1
rxn03909_c0	1-deoxy-D-xylulose 5-phosphate synthase (EC 2.2.1.7)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	226	1
rxn09264_c0	Spermidine N1-acetyltransferase (EC 2.3.1.57)	NONE	CHRIS FILE	1683	1
rxn05187_c0	Vitamin B12 ABC transporter, ATPase component BtuD	NONE	CHRIS FILE	228	1
rxn05187_c0	Vitamin B12 ABC transporter, permease component BtuC	NONE	CHRIS FILE	228	1
rxn05187_c0	Vitamin B12 ABC transporter, B12-binding component BtuF	NONE	CHRIS FILE	228	1
rxn04745_c0	Salicylate hydroxylase (EC 1.14.13.1)	NONE	CHRIS FILE	229	1
rxn05328_c0	Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9)	NONE	Hope|MATT FILE|CHRIS FILE	230	1
rxn05225_c0	Glucose/mannose:H+ symporter GlcP	NONE	CHRIS FILE	231	1
rxn01205_c0	2-(acetamidomethylene)succinate hydrolase (EC 3.5.1.29)	Gamma-aminobutyrate_(GABA)_shunt	Hope|MATT FILE	100085	1
rxn10230_c0	CDP-diacylglycerol--serine O-phosphatidyltransferase (EC 2.7.8.8)	NONE	CHRIS FILE	236	1
rxn02853_c0	Aldehyde dehydrogenase (EC 1.2.1.3)	NONE	CHRIS FILE	237	1
rxn00999_c0	4-hydroxyphenylpyruvate dioxygenase (EC 1.13.11.27)	NONE	Hope|MATT FILE	100086	1
rxn02056_c0	Sirohydrochlorin ferrochelatase (EC 4.99.1.4)	NONE	Hope|MATT FILE|CHRIS FILE	246	1
rxn05372_c0	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	NONE	CHRIS FILE	252	1
rxn09134_c0	Phospholipase A1 precursor (EC 3.1.1.32, EC 3.1.1.4)	NONE	CHRIS FILE	1945	1
rxn01723_c0	Biliverdin reductase (EC 1.3.1.24)	NONE	Hope	100087	0
rxn00459_c0	Enolase (EC 4.2.1.11)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	263	1
rxn00459_c0	Enolase (EC 4.2.1.11)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	263	1
rxn00459_c0	Enolase (EC 4.2.1.11)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	263	1
rxn00459_c0	Enolase (EC 4.2.1.11)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	263	1
rxn00405_c0	Arginine decarboxylase, catabolic (EC 4.1.1.19)	NONE	Hope|MATT FILE|MATT FILE	100088	1
rxn00405_c0	Arginine decarboxylase, catabolic (EC 4.1.1.19)	NONE	Hope|MATT FILE|MATT FILE	100089	1
rxn00405_c0	Lysine decarboxylase (EC 4.1.1.18)	NONE	CHRIS FILE	266	1
rxn00405_c0	Arginine decarboxylase (EC 4.1.1.19)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	265	1
rxn00405_c0	Arginine decarboxylase (EC 4.1.1.19)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	265	1
rxn00405_c0	Biosynthetic arginine decarboxylase (EC 4.1.1.19)	NONE	Hope|MATT FILE|MATT FILE	100090	1
rxn00405_c0	Biosynthetic arginine decarboxylase (EC 4.1.1.19)	NONE	Hope|MATT FILE|MATT FILE	100091	1
rxn10376_c0	Phospholipase A1 precursor (EC 3.1.1.32, EC 3.1.1.4)	NONE	CHRIS FILE	1956	1
rxn10277_c0	diglucosyldiacylglycerol synthase (LTA membrane anchor synthesis)	NONE	CHRIS FILE	267	1
rxn00934_c0	Malate--CoA ligase alpha chain (Malyl-CoA synthetase) (Malate thiokinase) (MTK-alpha)	NONE	Hope	100092	0
rxn00934_c0	Malate--CoA ligase beta chain (Malyl-CoA synthetase) (Malate thiokinase) (MTK-beta)	NONE	Hope	100093	0
rxn02949_c0	Enoyl-CoA hydratase (EC 4.2.1.17)	NONE	Hope|MATT FILE|CHRIS FILE	268	1
rxn02949_c0	Enoyl-CoA hydratase [valine degradation] (EC 4.2.1.17)	NONE	Hope|MATT FILE	100094	1
rxn02171_c0	Vinylacetyl-CoA Delta-isomerase (EC 5.3.3.3)	Gamma-aminobutyrate_(GABA)_shunt	Hope|MATT FILE	100095	1
rxn05031_c0	Phytoene synthase (EC 2.5.1.32)	NONE	CHRIS FILE	272	1
rxn10225_c0	Phosphatidate cytidylyltransferase (EC 2.7.7.41)	NONE	CHRIS FILE	271	1
rxn10259_c0	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5)	NONE	CHRIS FILE	270	1
rxn00018_c0	Ribulose bisphosphate carboxylase small chain (EC 4.1.1.39)	NONE	Hope|MATT FILE	100096	1
rxn00018_c0	Ribulose bisphosphate carboxylase large chain (EC 4.1.1.39)	NONE	Hope|MATT FILE	100097	1
rxn00018_c0	Ribulose bisphosphate carboxylase (EC 4.1.1.39)	NONE	Hope|MATT FILE	100098	1
rxn01011_c0	Hydroxypyruvate reductase (EC 1.1.1.81)	The_Tartronate_Semialdehyde_Hub	Hope|MATT FILE|MATT FILE|CHRIS FILE	275	1
rxn01011_c0	Hydroxypyruvate reductase (EC 1.1.1.81)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	275	1
rxn01011_c0	Hydroxypyruvate reductase, putative (EC 1.1.1.81)	The_Tartronate_Semialdehyde_Hub	Hope|MATT FILE	100099	1
rxn01011_c0	Hydroxypyruvate reductase, putative (EC 1.1.1.81)	NONE	Hope|MATT FILE	100100	1
rxn00929_c0	Pyrroline-5-carboxylate reductase (EC 1.5.1.2)	NONE	Hope|MATT FILE|CHRIS FILE	285	1
rxn00929_c0	Pyrroline-5-carboxylate reductase (EC 1.5.1.2), ProG-like	NONE	CHRIS FILE	284	1
rxn05316_c0	Nucleoside permease NupC	NONE	CHRIS FILE	2033	1
rxn05316_c0	Nucleoside permease NupG	NONE	CHRIS FILE	2034	1
rxn00312_c0	Lysine 2-monooxygenase (EC 1.13.12.2)	NONE	Hope|MATT FILE	100101	1
rxn08311_c0	Phosphatidate cytidylyltransferase (EC 2.7.7.41)	NONE	CHRIS FILE|CHRIS FILE	290	1
rxn08311_c0	Phosphatidate cytidylyltransferase (EC 2.7.7.41)	NONE	CHRIS FILE|CHRIS FILE	1890	1
rxn10288_c0	diglucosyldiacylglycerol synthase (LTA membrane anchor synthesis)	NONE	CHRIS FILE	2022	1
rxn01813_c0	Trimetaphosphatase (EC 3.6.1.2)	NONE	Hope|MATT FILE	100102	1
rxn06434_c0	Asparaginyl-tRNA synthetase (EC 6.1.1.22)	NONE	Hope	100103	0
rxn05746_c0	Oligo-1,6-glucosidase (EC 3.2.1.10)	NONE	CHRIS FILE	299	1
rxn01492_c0	Tagatose-6-phosphate kinase (EC 2.7.1.144)	NONE	CHRIS FILE	306	1
rxn01492_c0	1-phosphofructokinase (EC 2.7.1.56)	NONE	Hope|MATT FILE|CHRIS FILE	306	1
rxn01101_c0	D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)	ZZ_gjo_scratch	Hope|MATT FILE	100104	1
rxn01101_c0	D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)	NONE	Hope|MATT FILE	100105	1
rxn00551_c0	Pyrophosphate--fructose 6-phosphate 1-phosphotransferase, alpha subunit (EC 2.7.1.90)	NONE	Hope|MATT FILE	100106	1
rxn00551_c0	Pyrophosphate--fructose 6-phosphate 1-phosphotransferase, beta subunit (EC 2.7.1.90)	NONE	Hope|MATT FILE	100107	1
rxn01753_c0	Xylonate dehydratase (EC 4.2.1.82)	NONE	MATT FILE	100108	1
rxn01753_c0	xylonate dehydratase (EC 4.2.1.82)	NONE	Hope	100109	0
rxn08844_c0	Lysophospholipase L2 (EC 3.1.1.5)	NONE	CHRIS FILE	1851	1
rxn08844_c0	Lysophospholipase (EC 3.1.1.5)	NONE	CHRIS FILE	1850	1
rxn10193_c0	Poly(glycerol-phosphate) alpha-glucosyltransferase (EC 2.4.1.52)	NONE	CHRIS FILE	316	1
rxn00358_c0	UDP-galactopyranose mutase (glf)	NONE	CHRIS FILE	2046	1
rxn00358_c0	UDP-galactopyranose mutase (EC 5.4.99.9)	NONE	Hope|MATT FILE	100110	1
rxn00302_c0	GTP cyclohydrolase I (EC 3.5.4.16) type 1	NONE	Hope|MATT FILE|MATT FILE	100111	1
rxn00302_c0	GTP cyclohydrolase I (EC 3.5.4.16) type 1	NONE	Hope|MATT FILE|MATT FILE	100112	1
rxn00302_c0	GTP cyclohydrolase I (EC 3.5.4.16) type 2	NONE	Hope|MATT FILE	100113	1
rxn00362_c0	Pyrimidine-5'-nucleotide nucleosidase (EC 3.2.2.10)	NONE	Hope|MATT FILE	100114	1
rxn06432_c0	Arginyl-tRNA synthetase (EC 6.1.1.19)	NONE	Hope	100115	0
rxn05621_c0	Alkanesulfonates-binding protein	NONE	CHRIS FILE	317	1
rxn05621_c0	Alkanesulfonates transport system permease protein	NONE	CHRIS FILE	317	1
rxn05621_c0	Alkanesulfonates ABC transporter ATP-binding protein	NONE	CHRIS FILE	317	1
rxn05315_c0	Cobalt-zinc-cadmium resistance protein CzcD	NONE	CHRIS FILE	318	1
rxn01277_c0	2-ketoaldonate reductase, broad specificity (EC 1.1.1.215) (EC 1.1.1.-)	NONE	Hope|MATT FILE	100116	1
rxn05518_c0	PTS system, cellobiose-specific IIB component (EC 2.7.1.69)	NONE	CHRIS FILE	321	1
rxn05518_c0	PTS system, cellobiose-specific IIC component (EC 2.7.1.69)	NONE	CHRIS FILE	319	1
rxn05518_c0	PTS system, cellobiose-specific IIA component (EC 2.7.1.69)	NONE	CHRIS FILE	319	1
rxn05145_c0	Phosphate transport ATP-binding protein PstB (TC 3.A.1.7.1)	NONE	CHRIS FILE	322	1
rxn05145_c0	Phosphate transport system permease protein PstC (TC 3.A.1.7.1)	NONE	CHRIS FILE	322	1
rxn05145_c0	Phosphate transport system permease protein PstA (TC 3.A.1.7.1)	NONE	CHRIS FILE	322	1
rxn05145_c0	Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)	NONE	CHRIS FILE	322	1
rxn05341_c0	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	NONE	Hope|MATT FILE|CHRIS FILE	323	1
rxn02944_c0	Succinylornithine transaminase (EC 2.6.1.81)	NONE	Hope|MATT FILE	100117	1
rxn02331_c0	2-Keto-3-deoxy-D-manno-octulosonate-8-phosphate synthase (EC 2.5.1.55)	NONE	Hope|MATT FILE	100118	1
rxn11545_c0	Cobalamin biosynthesis protein CobG	NONE	Hope|MATT FILE	100119	1
rxn05412_c0	Enoyl-[acyl-carrier-protein] reductase [NADPH] (EC 1.3.1.10)	NONE	CHRIS FILE	328	1
rxn02988_c0	Quinolinate synthetase (EC 4.1.99.-)	NONE	Hope|MATT FILE|CHRIS FILE	330	1
rxn07307_c0	Phosphosulfolactate synthase (EC 4.4.1.19)	NONE	CHRIS FILE	331	1
rxn05460_c0	3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.41)	NONE	CHRIS FILE	332	1
rxn05460_c0	3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.41)	NONE	CHRIS FILE	332	1
rxn05460_c0	3-oxoacyl-[acyl-carrier-protein] synthase, KASI, alternative (EC 2.3.1.41)	NONE	CHRIS FILE	1989	1
rxn10281_c0	diglucosyldiacylglycerol synthase (LTA membrane anchor synthesis)	NONE	CHRIS FILE	2022	1
rxn04139_c0	2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase (EC 1.14.13.-)	NONE	Hope|MATT FILE	100120	1
rxn00290_c0	Butyrate-acetoacetate CoA-transferase subunit B (EC 2.8.3.9)	NONE	CHRIS FILE	335	1
rxn00290_c0	Succinyl-CoA:3-ketoacid-coenzyme A transferase subunit A (EC 2.8.3.5)	NONE	Hope|MATT FILE	100121	1
rxn00290_c0	Succinyl-CoA:3-ketoacid-coenzyme A transferase subunit B (EC 2.8.3.5)	NONE	Hope|MATT FILE	100122	1
rxn00290_c0	Butyrate-acetoacetate CoA-transferase subunit A (EC 2.8.3.9)	NONE	CHRIS FILE	335	1
rxn10199_c0	Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-)	NONE	CHRIS FILE	337	1
rxn09225_c0	Lipopolysaccharide core biosynthesis protein rfaS	NONE	CHRIS FILE	2046	1
rxn03241_c0	Enoyl-CoA hydratase (EC 4.2.1.17)	NONE	CHRIS FILE	341	1
rxn01706_c0	Uridine kinase (EC 2.7.1.48) [C1]	NONE	CHRIS FILE	345	1
rxn09200_c0	Phosphatidylserine decarboxylase (EC 4.1.1.65)	NONE	CHRIS FILE|CHRIS FILE	346	1
rxn09200_c0	Phosphatidylserine decarboxylase (EC 4.1.1.65)	NONE	CHRIS FILE|CHRIS FILE	1909	1
rxn01573_c0	Leucine dehydrogenase (EC 1.4.1.9)	NONE	Hope|MATT FILE|CHRIS FILE	348	1
rxn02937_c0	Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1)	NONE	Hope|MATT FILE|CHRIS FILE	347	1
rxn00783_c0	2-dehydro-3-deoxyphosphogalactonate aldolase (EC 4.1.2.21)	NONE	Hope|MATT FILE	100123	1
rxn10241_c0	Diacylglycerol kinase (EC 2.7.1.107)	NONE	CHRIS FILE	349	0
rxn01483_c0	Glucosamine 6-phosphate N-acetyltransferase (EC 2.3.1.4)	UDP-N-acetylmuramate_from_Fructose-6-phosphate_Biosynthesis	Hope|MATT FILE	100124	1
rxn00640_c0	Mannose-1-phosphate guanylyltransferase (GDP) (EC 2.7.7.22)	NONE	Hope|MATT FILE|MATT FILE	100125	1
rxn00640_c0	Mannose-1-phosphate guanylyltransferase (GDP) (EC 2.7.7.22)	NONE	Hope|MATT FILE|MATT FILE	100126	1
rxn05507_c0	Arsenical pump membrane protein	NONE	CHRIS FILE	3043	1
rxn05507_c0	Arsenic efflux pump protein	NONE	CHRIS FILE	354	1
rxn10375_c0	Phospholipase A1 precursor (EC 3.1.1.32, EC 3.1.1.4)	NONE	CHRIS FILE	1955	1
rxn00649_c0	Cysteine synthase (EC 2.5.1.47)	NONE	Hope|MATT FILE|CHRIS FILE	357	1
rxn00649_c0	Cysteine synthase B (EC 2.5.1.47)	NONE	CHRIS FILE	1683	1
rxn10806_c0	Cytochrome d ubiquinol oxidase subunit I (EC 1.10.3.-)	NONE	CHRIS FILE	1645	1
rxn10806_c0	Succinate dehydrogenase cytochrome b subunit	NONE	CHRIS FILE	1646	1
rxn10806_c0	Succinate dehydrogenase cytochrome b558 subunit	NONE	CHRIS FILE	1647	1
rxn10806_c0	Cytochrome O ubiquinol oxidase subunit I (EC 1.10.3.-)	NONE	CHRIS FILE	1662	1
rxn10806_c0	Ubiquinol-cytochrome C reductase complex 6.3 kDa protein (EC 1.10.2.2)	NONE	CHRIS FILE	1648	1
rxn10806_c0	Cytochrome O ubiquinol oxidase subunit II (EC 1.10.3.-)	NONE	CHRIS FILE	1663	1
rxn10806_c0	Ubiquinol-cytochrome C reductase complex 8.5 kDa protein (EC 1.10.2.2)	NONE	CHRIS FILE	1649	1
rxn10806_c0	Ubiquinol-cytochrome C reductase complex 14 kDa protein (EC 1.10.2.2)	NONE	CHRIS FILE	1650	1
rxn10806_c0	Ubiquinol-cytochrome-c reductase complex core protein 2, mitochondrial precursor (EC 1.10.2.2)	NONE	CHRIS FILE	1651	1
rxn10806_c0	Ubiquinol-cytochrome C reductase iron-sulfur subunit (EC 1.10.2.2)	NONE	CHRIS FILE	1652	1
rxn10806_c0	Putative succinate dehydrogenase cytochrome b subunit	NONE	CHRIS FILE	1653	1
rxn10806_c0	Cytochrome d ubiquinol oxidase subunit II (EC 1.10.3.-)	NONE	CHRIS FILE	1654	1
rxn10806_c0	Ubiquinol-cytochrome C reductase complex 6.4 kDa protein (EC 1.10.2.2)	NONE	CHRIS FILE	1655	1
rxn10806_c0	Ubiquinol-cytochrome C reductase complex 7.2 kDa protein (EC 1.10.2.2)	NONE	CHRIS FILE	1656	1
rxn10806_c0	Succinate dehydrogenase cytochrome b-556 subunit	NONE	CHRIS FILE	1657	1
rxn10806_c0	Cytochrome O ubiquinol oxidase subunit IV (EC 1.10.3.-)	NONE	CHRIS FILE	1664	1
rxn10806_c0	Succinate dehydrogenase cytochrome b560 subunit	NONE	CHRIS FILE	1658	1
rxn10806_c0	Cytochrome O ubiquinol oxidase subunit III (EC 1.10.3.-)	NONE	CHRIS FILE	1665	1
rxn10806_c0	Ubiquinol-cytochrome C reductase complex 11 kDa protein, mitochondrial precursor (EC 1.10.2.2)	NONE	CHRIS FILE	1659	1
rxn10806_c0	Ubiquinol-cytochrome C reductase complex core protein I, mitochondrial precursor (EC 1.10.2.2)	NONE	CHRIS FILE	1660	1
rxn10806_c0	Ubiquinol--cytochrome c reductase, cytochrome B subunit (EC 1.10.2.2)	NONE	CHRIS FILE	1661	1
rxn01763_c0	Ribulokinase (EC 2.7.1.16)	NONE	Hope|MATT FILE|CHRIS FILE	359	1
rxn05579_c0	Choline-glycine betaine transporter	NONE	CHRIS FILE	3048	1
rxn05579_c0	Glycine betaine transporter OpuD	NONE	CHRIS FILE	364	1
rxn12851_c0	Oligopeptide transport ATP-binding protein OppF (TC 3.A.1.5.1)	NONE	CHRIS FILE	3007	1
rxn12851_c0	Dipeptide transport ATP-binding protein DppF (TC 3.A.1.5.2)	NONE	CHRIS FILE	3005	1
rxn12851_c0	Dipeptide transport system permease protein DppB (TC 3.A.1.5.2)	NONE	CHRIS FILE|CHRIS FILE	3000	1
rxn12851_c0	Dipeptide transport system permease protein DppB (TC 3.A.1.5.2)	NONE	CHRIS FILE|CHRIS FILE	3004	1
rxn12851_c0	Dipeptide transport system permease protein DppC (TC 3.A.1.5.2)	NONE	CHRIS FILE	3003	1
rxn12851_c0	Oligopeptide transport ATP-binding protein OppD (TC 3.A.1.5.1)	NONE	CHRIS FILE	3008	1
rxn12851_c0	oligopeptide ABC transporter, ATP-binding protein (oppF)	NONE	CHRIS FILE	3011	1
rxn12851_c0	Oligopeptide transport system permease protein OppC (TC 3.A.1.5.1)	NONE	CHRIS FILE	3009	1
rxn12851_c0	Oligopeptide transport system permease protein OppB (TC 3.A.1.5.1)	NONE	CHRIS FILE	3010	1
rxn12851_c0	Dipeptide transport ATP-binding protein DppD (TC 3.A.1.5.2)	NONE	CHRIS FILE	3001	1
rxn12851_c0	Dipeptide-binding ABC transporter, periplasmic substrate-binding component (TC 3.A.1.5.2)	NONE	CHRIS FILE	3002	1
rxn12851_c0	Oligopeptide ABC transporter, periplasmic oligopeptide-binding protein OppA (TC 3.A.1.5.1)	NONE	CHRIS FILE	3006	1
rxn05153_c0	Sulfate transport system permease protein CysT	NONE	CHRIS FILE	2033	1
rxn05153_c0	Sulfate transporter, CysZ-type	NONE	CHRIS FILE	3011	1
rxn05153_c0	Sulfate and thiosulfate import ATP-binding protein CysA (EC 3.6.3.25)	NONE	CHRIS FILE	2033	1
rxn05153_c0	Sulfate and thiosulfate binding protein CysP	NONE	CHRIS FILE	2033	1
rxn05153_c0	Sulfate transport system permease protein CysW	NONE	CHRIS FILE	2033	1
rxn04656_c0	Lysine biosynthesis protein LysX	NONE	Hope|MATT FILE	100127	1
rxn01446_c0	Purine nucleoside phosphorylase II ( EC:2.4.2.1 )	NONE	CHRIS FILE	375	1
rxn01446_c0	Purine nucleoside phosphorylase (EC 2.4.2.1)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	375	1
rxn01446_c0	Purine nucleoside phosphorylase (EC 2.4.2.1)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	375	1
rxn01446_c0	Xanthosine phosphorylase (EC 2.4.2.1)	NONE	CHRIS FILE	1683	1
rxn05346_c0	3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.41)	NONE	CHRIS FILE	385	1
